# Mini-Circuits,Lab.
# Model:ZVA-183+
# Mini-Circuits,Lab.,Run:,EXPRM,,Date,Code:,1030;
# Fixture:,N/R;,Vcc=+12V,,Icc=330mA;
# Connection:,Port,1,to,Input,,Port,2,to,Output;
# Mini-Circuits,Lab.,Tested,with,PNA-X,Network,Analyzer,AG,N5242A,,S/N,71404,,Cal.Due.:,05/26/2011.
DG(dB)=0
freq(Hz)	gain(dB)	phase(rad)	directivity(dB)	vsvr(:1)	nf(dB)	op1db(dBm)	freq_1(Hz)	oip3(dBm)	freq_2(Hz)
6320000000.0	28.00497	0.30849340300823014	47.67	1.2728	1.4248	2.6824000000000003	6320000000.0	34.188	6320000000.0
6340000000.0	28.00236	0.26876360058045723	47.71	1.2736	1.4226	2.6788000000000003	6340000000.0	34.176	6340000000.0
6360000000.0	28.00286	0.22920274602427734	47.75	1.2744	1.4204	2.6752000000000002	6360000000.0	34.164	6360000000.0
6380000000.0	28.00136	0.18968569923232254	47.79	1.2752000000000001	1.4182	2.6716	6380000000.0	34.152	6380000000.0
6400000000.0	27.99959	0.1500871630175921	47.83	1.276	1.416	2.668	6400000000.0	34.14	6400000000.0
6420000000.0	27.99912	0.11029571556063875	47.870000000000005	1.2768	1.4138	2.6644	6420000000.0	34.128	6420000000.0
6440000000.0	27.99676	0.07079641876717671	47.910000000000004	1.2776	1.4116	2.6608	6440000000.0	34.116	6440000000.0
6460000000.0	27.99717	0.031161858956685114	47.95	1.2784	1.4094	2.6572	6460000000.0	34.104	6460000000.0
6480000000.0	27.9965	-0.008476989127778623	47.99	1.2792000000000001	1.4072	2.6536	6480000000.0	34.092	6480000000.0
6500000000.0	27.99541	-0.04818536414832481	48.03	1.28	1.405	2.6500000000000004	6500000000.0	34.08	6500000000.0
6520000000.0	27.99393	-0.08768220002754153	48.07	1.2808	1.4028	2.6464000000000003	6520000000.0	34.068000000000005	6520000000.0
6540000000.0	27.99452	-0.1271524719955429	48.11	1.2816	1.4006	2.6428000000000003	6540000000.0	34.056000000000004	6540000000.0
6560000000.0	27.99426	-0.16682876262844967	48.15	1.2824	1.3984	2.6392	6560000000.0	34.044000000000004	6560000000.0
6580000000.0	27.99286	-0.2064324824710585	48.19	1.2832000000000001	1.3962	2.6356	6580000000.0	34.032000000000004	6580000000.0
6600000000.0	27.98816	-0.24597885079444684	48.230000000000004	1.284	1.3940000000000001	2.632	6600000000.0	34.02	6600000000.0
6620000000.0	27.9899	-0.28561841969989166	48.27	1.2848	1.3918	2.6284	6620000000.0	34.008	6620000000.0
6640000000.0	27.98805	-0.32537893992249967	48.31	1.2856	1.3896	2.6248	6640000000.0	33.996	6640000000.0
6660000000.0	27.98675	-0.36502252308522404	48.35	1.2864	1.3874	2.6212	6660000000.0	33.984	6660000000.0
6680000000.0	27.98555	-0.4047624484226585	48.39	1.2872000000000001	1.3852	2.6176	6680000000.0	33.972	6680000000.0
6700000000.0	27.98736	-0.44424807928807747	48.43	1.288	1.383	2.614	6700000000.0	33.96	6700000000.0
6720000000.0	27.98523	-0.4838248163404505	48.47	1.2888	1.3808	2.6104000000000003	6720000000.0	33.948	6720000000.0
6740000000.0	27.98392	-0.5233907323514612	48.51	1.2896	1.3786	2.6068000000000002	6740000000.0	33.936	6740000000.0
6760000000.0	27.98262	-0.5628988779642308	48.550000000000004	1.2904	1.3764	2.6032	6760000000.0	33.924	6760000000.0
6780000000.0	27.98141	-0.6029086312040236	48.59	1.2912000000000001	1.3742	2.5996	6780000000.0	33.912	6780000000.0
6800000000.0	27.98322	-0.6427654936013417	48.63	1.292	1.372	2.596	6800000000.0	33.9	6800000000.0
6820000000.0	27.98208	-0.6822952812968361	48.67	1.2928	1.3698000000000001	2.5924	6820000000.0	33.888	6820000000.0
6840000000.0	27.98108	-0.7219009908147922	48.71	1.2936	1.3676000000000001	2.5888	6840000000.0	33.876000000000005	6840000000.0
6860000000.0	27.97795	-0.7615290405471737	48.75	1.2944	1.3654000000000002	2.5852	6860000000.0	33.864000000000004	6860000000.0
6880000000.0	27.97853	-0.8014127810149726	48.79	1.2952000000000001	1.3632	2.5816	6880000000.0	33.852000000000004	6880000000.0
6900000000.0	27.97763	-0.8409701449126487	48.83	1.296	1.361	2.5780000000000003	6900000000.0	33.84	6900000000.0
6920000000.0	27.97528	-0.8808807634509281	48.870000000000005	1.2968	1.3588	2.5744000000000002	6920000000.0	33.828	6920000000.0
6940000000.0	27.97438	-0.9204910108249394	48.910000000000004	1.2976	1.3566	2.5708	6940000000.0	33.816	6940000000.0
6960000000.0	27.97391	-0.9602452478622402	48.95	1.2984	1.3544	2.5672	6960000000.0	33.804	6960000000.0
6980000000.0	27.97229	-1.0000584770282583	48.99	1.2992000000000001	1.3522	2.5636	6980000000.0	33.792	6980000000.0
7000000000.0	27.97012	-1.0399910867151132	49.03	1.3	1.35	2.56	7000000000.0	33.78	7000000000.0
7020000000.0	27.97131	-1.0796573591581136	49.0992	1.3008	1.3464	2.5586	7020000000.0	33.769600000000004	7020000000.0
7040000000.0	27.97058	-1.1195791478036057	49.1684	1.3016	1.3428	2.5572	7040000000.0	33.7592	7040000000.0
7060000000.0	27.96971	-1.1596402137234074	49.2376	1.3024	1.3392000000000002	2.5558	7060000000.0	33.7488	7060000000.0
7080000000.0	27.96676	-1.1992698342521155	49.3068	1.3032000000000001	1.3356000000000001	2.5544000000000002	7080000000.0	33.7384	7080000000.0
7100000000.0	27.96565	-1.2394178175686663	49.376000000000005	1.304	1.332	2.553	7100000000.0	33.728	7100000000.0
7120000000.0	27.96299	-1.2789071136255146	49.4452	1.3048	1.3284	2.5516	7120000000.0	33.7176	7120000000.0
7140000000.0	27.96318	-1.3192334695916192	49.5144	1.3056	1.3248	2.5502000000000002	7140000000.0	33.7072	7140000000.0
7160000000.0	27.96275	-1.3585491053878938	49.583600000000004	1.3064	1.3212000000000002	2.5488	7160000000.0	33.6968	7160000000.0
7180000000.0	27.95923	-1.3985021354269969	49.6528	1.3072000000000001	1.3176	2.5474	7180000000.0	33.6864	7180000000.0
7200000000.0	27.95864	-1.4378045067209562	49.722	1.308	1.314	2.5460000000000003	7200000000.0	33.676	7200000000.0
7220000000.0	27.95731	-1.4778615583834782	49.7912	1.3088	1.3104	2.5446	7220000000.0	33.6656	7220000000.0
7240000000.0	27.95526	-1.5177062034760325	49.8604	1.3096	1.3068	2.5432	7240000000.0	33.6552	7240000000.0
7260000000.0	27.95029	-1.5576166474813866	49.9296	1.3104	1.3032000000000001	2.5418000000000003	7260000000.0	33.644800000000004	7260000000.0
7280000000.0	27.95004	-1.597527091486741	49.9988	1.3112000000000001	1.2996	2.5404	7280000000.0	33.6344	7280000000.0
7300000000.0	27.94824	-1.6375319578046283	50.068	1.312	1.296	2.539	7300000000.0	33.624	7300000000.0
7320000000.0	27.94692	-1.6771247518861194	50.1372	1.3128	1.2924	2.5376000000000003	7320000000.0	33.6136	7320000000.0
7340000000.0	27.94488	-1.716764146258639	50.2064	1.3136	1.2888	2.5362	7340000000.0	33.6032	7340000000.0
7360000000.0	27.94272	-1.7568885676302881	50.275600000000004	1.3144	1.2852000000000001	2.5348	7360000000.0	33.5928	7360000000.0
7380000000.0	27.94113	-1.7968094836111543	50.3448	1.3152000000000001	1.2816	2.5334000000000003	7380000000.0	33.5824	7380000000.0
7400000000.0	27.94002	-1.836334209851818	50.414	1.316	1.278	2.532	7400000000.0	33.572	7400000000.0
7420000000.0	27.93633	-1.8760701209319728	50.483200000000004	1.3168	1.2744	2.5306	7420000000.0	33.5616	7420000000.0
7440000000.0	27.93547	-1.9159631116448073	50.5524	1.3176	1.2708	2.5292000000000003	7440000000.0	33.5512	7440000000.0
7460000000.0	27.93326	-1.9557147306882299	50.6216	1.3184	1.2672	2.5278	7460000000.0	33.5408	7460000000.0
7480000000.0	27.92989	-1.9955518708650004	50.6908	1.3192000000000002	1.2636	2.5264	7480000000.0	33.5304	7480000000.0
7500000000.0	27.92886	-2.0352912726036596	50.760000000000005	1.32	1.26	2.5250000000000004	7500000000.0	33.519999999999996	7500000000.0
7520000000.0	27.92639	-2.0755490371301604	50.8292	1.3208	1.2564	2.5236	7520000000.0	33.5096	7520000000.0
7540000000.0	27.92454	-2.1153757053314193	50.8984	1.3216	1.2528	2.5222	7540000000.0	33.4992	7540000000.0
7560000000.0	27.92329	-2.1549929340224385	50.967600000000004	1.3224	1.2492	2.5208	7560000000.0	33.4888	7560000000.0
7580000000.0	27.9229	-2.194960973893109	51.0368	1.3232000000000002	1.2456	2.5194	7580000000.0	33.4784	7580000000.0
7600000000.0	27.91854	-2.2349098151420073	51.106	1.324	1.242	2.5180000000000002	7600000000.0	33.467999999999996	7600000000.0
7620000000.0	27.91585	-2.274945922853505	51.175200000000004	1.3248	1.2384	2.5166	7620000000.0	33.4576	7620000000.0
7640000000.0	27.91366	-2.3149733039187432	51.2444	1.3256000000000001	1.2348	2.5152	7640000000.0	33.4472	7640000000.0
7660000000.0	27.91154	-2.3547563388887016	51.3136	1.3264	1.2312	2.5138000000000003	7660000000.0	33.4368	7660000000.0
7680000000.0	27.90916	-2.394546355175668	51.3828	1.3272000000000002	1.2276	2.5124	7680000000.0	33.4264	7680000000.0
7700000000.0	27.9061	-2.4343067008653514	51.452	1.328	1.224	2.511	7700000000.0	33.416	7700000000.0
7720000000.0	27.90504	-2.473998978714206	51.5212	1.3288	1.2204	2.5096000000000003	7720000000.0	33.4056	7720000000.0
7740000000.0	27.90004	-2.5136528593195173	51.5904	1.3296000000000001	1.2167999999999999	2.5082	7740000000.0	33.395199999999996	7740000000.0
7760000000.0	27.89898	-2.5540293062351545	51.659600000000005	1.3304	1.2132	2.5068	7760000000.0	33.3848	7760000000.0
7780000000.0	27.89557	-2.5941910776527957	51.7288	1.3312000000000002	1.2096	2.5054000000000003	7780000000.0	33.3744	7780000000.0
7800000000.0	27.89254	-2.6338990634649186	51.798	1.332	1.206	2.504	7800000000.0	33.364	7800000000.0
7820000000.0	27.88893	-2.673825215433541	51.867200000000004	1.3328	1.2024	2.5026	7820000000.0	33.3536	7820000000.0
7840000000.0	27.8866	-2.713815944584487	51.9364	1.3336000000000001	1.1987999999999999	2.5012000000000003	7840000000.0	33.343199999999996	7840000000.0
7860000000.0	27.88198	-2.753670538053777	52.0056	1.3344	1.1952	2.4998	7860000000.0	33.3328	7860000000.0
7880000000.0	27.88321	-2.7936961737897636	52.0748	1.3352000000000002	1.1916	2.4984	7880000000.0	33.3224	7880000000.0
7900000000.0	27.88102	-2.8338404919148847	52.144000000000005	1.336	1.188	2.4970000000000003	7900000000.0	33.312	7900000000.0
7920000000.0	27.87444	-2.8737910784930354	52.2132	1.3368	1.1844	2.4956	7920000000.0	33.3016	7920000000.0
7940000000.0	27.87325	-2.914068041641308	52.2824	1.3376000000000001	1.1807999999999998	2.4942	7940000000.0	33.291199999999996	7940000000.0
7960000000.0	27.86498	-2.953947069720127	52.351600000000005	1.3384	1.1772	2.4928000000000003	7960000000.0	33.2808	7960000000.0
7980000000.0	27.86093	-2.9937632659458733	52.4208	1.3392000000000002	1.1736	2.4914	7980000000.0	33.270399999999995	7980000000.0
8000000000.0	27.85861	-3.033726069828788	52.49	1.34	1.17	2.49	8000000000.0	33.26	8000000000.0
8020000000.0	27.85401	-3.0735649553348106	52.504000000000005	1.3402	1.1722	2.4914	8020000000.0	33.2483	8020000000.0
8040000000.0	27.84904	-3.1137790866300112	52.518	1.3404	1.1743999999999999	2.4928000000000003	8040000000.0	33.236599999999996	8040000000.0
8060000000.0	27.84766	3.1294102554108725	52.532000000000004	1.3406	1.1765999999999999	2.4942	8060000000.0	33.2249	8060000000.0
8080000000.0	27.84224	3.089608021819142	52.546	1.3408	1.1787999999999998	2.4956	8080000000.0	33.2132	8080000000.0
8100000000.0	27.8363	3.0497621549961114	52.56	1.3410000000000002	1.1809999999999998	2.4970000000000003	8100000000.0	33.201499999999996	8100000000.0
8120000000.0	27.83282	3.009877890929537	52.574000000000005	1.3412000000000002	1.1832	2.4984	8120000000.0	33.1898	8120000000.0
8140000000.0	27.8289	2.969691684902368	52.588	1.3414000000000001	1.1854	2.4998	8140000000.0	33.1781	8140000000.0
8160000000.0	27.82363	2.9299138859201648	52.602000000000004	1.3416000000000001	1.1876	2.5012000000000003	8160000000.0	33.166399999999996	8160000000.0
8180000000.0	27.81982	2.8900453298168585	52.616	1.3418	1.1898	2.5026	8180000000.0	33.1547	8180000000.0
8200000000.0	27.8178	2.850208189640088	52.63	1.342	1.192	2.504	8200000000.0	33.143	8200000000.0
8220000000.0	27.81083	2.8099766050523667	52.644	1.3422	1.1942	2.5054000000000003	8220000000.0	33.131299999999996	8220000000.0
8240000000.0	27.80676	2.770568815871586	52.658	1.3424	1.1964	2.5068	8240000000.0	33.1196	8240000000.0
8260000000.0	27.80134	2.730368647210401	52.672000000000004	1.3426	1.1985999999999999	2.5082	8260000000.0	33.1079	8260000000.0
8280000000.0	27.79754	2.690470420509811	52.686	1.3428	1.2007999999999999	2.5096000000000003	8280000000.0	33.096199999999996	8280000000.0
8300000000.0	27.7954	2.650767670685444	52.7	1.343	1.2029999999999998	2.511	8300000000.0	33.0845	8300000000.0
8320000000.0	27.78938	2.6109130772161535	52.714	1.3432000000000002	1.2051999999999998	2.5124	8320000000.0	33.0728	8320000000.0
8340000000.0	27.78234	2.570728616518236	52.728	1.3434000000000001	1.2074	2.5138000000000003	8340000000.0	33.061099999999996	8340000000.0
8360000000.0	27.77787	2.5310188853768607	52.742000000000004	1.3436000000000001	1.2096	2.5152	8360000000.0	33.0494	8360000000.0
8380000000.0	27.7756	2.4910944787374905	52.756	1.3438	1.2118	2.5166	8380000000.0	33.0377	8380000000.0
8400000000.0	27.77133	2.4514091822056434	52.77	1.344	1.214	2.5180000000000002	8400000000.0	33.025999999999996	8400000000.0
8420000000.0	27.76746	2.4116436005282047	52.784	1.3442	1.2162	2.5194	8420000000.0	33.0143	8420000000.0
8440000000.0	27.76528	2.3717453738276144	52.798	1.3444	1.2184	2.5208	8440000000.0	33.0026	8440000000.0
8460000000.0	27.76	2.3320600772957674	52.812000000000005	1.3446	1.2206	2.5222	8460000000.0	32.990899999999996	8460000000.0
8480000000.0	27.7555	2.2920117522795054	52.826	1.3448	1.2227999999999999	2.5236	8480000000.0	32.9792	8480000000.0
8500000000.0	27.74752	2.252364852991202	52.84	1.3450000000000002	1.2249999999999999	2.5250000000000004	8500000000.0	32.9675	8500000000.0
8520000000.0	27.74276	2.2123130373164366	52.854	1.3452000000000002	1.2271999999999998	2.5264	8520000000.0	32.955799999999996	8520000000.0
8540000000.0	27.73715	2.1725247663587215	52.868	1.3454000000000002	1.2293999999999998	2.5278	8540000000.0	32.9441	8540000000.0
8560000000.0	27.73369	2.132727768754747	52.882000000000005	1.3456000000000001	1.2315999999999998	2.5292000000000003	8560000000.0	32.9324	8560000000.0
8580000000.0	27.72912	2.092777182176597	52.896	1.3458	1.2338	2.5306	8580000000.0	32.9207	8580000000.0
8600000000.0	27.72344	2.0532472199481773	52.910000000000004	1.346	1.236	2.532	8600000000.0	32.909	8600000000.0
8620000000.0	27.7182	2.013294888040775	52.924	1.3462	1.2382	2.5334000000000003	8620000000.0	32.8973	8620000000.0
8640000000.0	27.71389	1.9736165728259358	52.938	1.3464	1.2404	2.5348	8640000000.0	32.8856	8640000000.0
8660000000.0	27.70904	1.934179113047872	52.952	1.3466	1.2426	2.5362	8660000000.0	32.8739	8660000000.0
8680000000.0	27.70403	1.8938602619975509	52.966	1.3468	1.2448	2.5376000000000003	8680000000.0	32.8622	8680000000.0
8700000000.0	27.69794	1.8542011454044838	52.980000000000004	1.347	1.2469999999999999	2.539	8700000000.0	32.8505	8700000000.0
8720000000.0	27.69079	1.8143186266671614	52.994	1.3472000000000002	1.2491999999999999	2.5404	8720000000.0	32.8388	8720000000.0
8740000000.0	27.68688	1.7744867224781466	53.008	1.3474000000000002	1.2513999999999998	2.5418000000000003	8740000000.0	32.8271	8740000000.0
8760000000.0	27.68055	1.7348975935880846	53.022	1.3476000000000001	1.2535999999999998	2.5432	8760000000.0	32.8154	8760000000.0
8780000000.0	27.67401	1.6953194602723098	53.036	1.3478	1.2557999999999998	2.5446	8780000000.0	32.8037	8780000000.0
8800000000.0	27.66993	1.6557992718877017	53.050000000000004	1.348	1.258	2.5460000000000003	8800000000.0	32.792	8800000000.0
8820000000.0	27.66273	1.6163639065047404	53.064	1.3482	1.2602	2.5474	8820000000.0	32.7803	8820000000.0
8840000000.0	27.66078	1.5766590622852708	53.078	1.3484	1.2624	2.5488	8840000000.0	32.7686	8840000000.0
8860000000.0	27.65461	1.537210257867069	53.092	1.3486	1.2646	2.5502000000000002	8860000000.0	32.7569	8860000000.0
8880000000.0	27.6513	1.4973252956687937	53.106	1.3488	1.2668	2.5516	8880000000.0	32.7452	8880000000.0
8900000000.0	27.64639	1.4577623467175114	53.120000000000005	1.3490000000000002	1.269	2.553	8900000000.0	32.7335	8900000000.0
8920000000.0	27.64275	1.4181541937386024	53.134	1.3492000000000002	1.2711999999999999	2.5544000000000002	8920000000.0	32.7218	8920000000.0
8940000000.0	27.63919	1.3786057310201119	53.148	1.3494000000000002	1.2733999999999999	2.5558	8940000000.0	32.7101	8940000000.0
8960000000.0	27.63554	1.3389923420534469	53.162	1.3496000000000001	1.2755999999999998	2.5572	8960000000.0	32.6984	8960000000.0
8980000000.0	27.63357	1.2991649757204877	53.176	1.3498	1.2777999999999998	2.5586	8980000000.0	32.6867	8980000000.0
9000000000.0	27.62427	1.25932626474739	53.19	1.35	1.2799999999999998	2.56	9000000000.0	32.675	9000000000.0
9020000000.0	27.62243	1.219792113728766	53.204	1.3502	1.2822	2.5614	9020000000.0	32.6633	9020000000.0
9040000000.0	27.61637	1.1800181544709174	53.218	1.3504	1.2844	2.5628	9040000000.0	32.6516	9040000000.0
9060000000.0	27.6137	1.14042012440167	53.232	1.3506	1.2866	2.5642	9060000000.0	32.639900000000004	9060000000.0
9080000000.0	27.61006	1.100927337686318	53.246	1.3508	1.2888	2.5656	9080000000.0	32.6282	9080000000.0
9100000000.0	27.60727	1.0613642142021105	53.26	1.351	1.291	2.567	9100000000.0	32.6165	9100000000.0
9120000000.0	27.60357	1.0214616241783903	53.274	1.3512000000000002	1.2932	2.5684	9120000000.0	32.604800000000004	9120000000.0
9140000000.0	27.59937	0.9818773822102336	53.288000000000004	1.3514000000000002	1.2953999999999999	2.5698	9140000000.0	32.5931	9140000000.0
9160000000.0	27.59412	0.9426743201507125	53.302	1.3516000000000001	1.2975999999999999	2.5712	9160000000.0	32.5814	9160000000.0
9180000000.0	27.59011	0.9026209336796198	53.316	1.3518000000000001	1.2997999999999998	2.5726	9180000000.0	32.569700000000005	9180000000.0
9200000000.0	27.58745	0.8630510034113296	53.33	1.352	1.3019999999999998	2.574	9200000000.0	32.558	9200000000.0
9220000000.0	27.58375	0.8239910583504721	53.344	1.3522	1.3041999999999998	2.5754	9220000000.0	32.5463	9220000000.0
9240000000.0	27.58124	0.7841109830741025	53.358000000000004	1.3524	1.3064	2.5768	9240000000.0	32.534600000000005	9240000000.0
9260000000.0	27.57895	0.7449023359609751	53.372	1.3526	1.3086	2.5782	9260000000.0	32.5229	9260000000.0
9280000000.0	27.5759	0.7052526441458687	53.386	1.3528	1.3108	2.5796	9280000000.0	32.5112	9280000000.0
9300000000.0	27.57536	0.6657968584106589	53.4	1.3530000000000002	1.313	2.581	9300000000.0	32.499500000000005	9300000000.0
9320000000.0	27.57314	0.6262190741607347	53.414	1.3532000000000002	1.3152	2.5824	9320000000.0	32.4878	9320000000.0
9340000000.0	27.56924	0.5866906827286419	53.428000000000004	1.3534000000000002	1.3174	2.5838	9340000000.0	32.4761	9340000000.0
9360000000.0	27.5647	0.5466856418778295	53.442	1.3536000000000001	1.3195999999999999	2.5852	9360000000.0	32.464400000000005	9360000000.0
9380000000.0	27.56604	0.5069685803535962	53.456	1.3538000000000001	1.3217999999999999	2.5866	9380000000.0	32.4527	9380000000.0
9400000000.0	27.55892	0.4671548275888022	53.47	1.354	1.3239999999999998	2.588	9400000000.0	32.441	9400000000.0
9420000000.0	27.55306	0.4273684764932647	53.484	1.3542	1.3261999999999998	2.5894	9420000000.0	32.429300000000005	9420000000.0
9440000000.0	27.55076	0.38786382153899907	53.498000000000005	1.3544	1.3283999999999998	2.5907999999999998	9440000000.0	32.4176	9440000000.0
9460000000.0	27.54403	0.348429677886514	53.512	1.3546	1.3306	2.5922	9460000000.0	32.4059	9460000000.0
9480000000.0	27.54157	0.30889447967033845	53.526	1.3548	1.3328	2.5936	9480000000.0	32.394200000000005	9480000000.0
9500000000.0	27.53667	0.2696107833993752	53.54	1.355	1.335	2.5949999999999998	9500000000.0	32.3825	9500000000.0
9520000000.0	27.53227	0.23009652913422363	53.554	1.3552000000000002	1.3372	2.5964	9520000000.0	32.3708	9520000000.0
9540000000.0	27.52945	0.19060618587982434	53.568	1.3554000000000002	1.3394	2.5978	9540000000.0	32.359100000000005	9540000000.0
9560000000.0	27.52735	0.15094532395750518	53.582	1.3556000000000001	1.3416	2.5991999999999997	9560000000.0	32.3474	9560000000.0
9580000000.0	27.52555	0.1116737751781359	53.596000000000004	1.3558000000000001	1.3437999999999999	2.6006	9580000000.0	32.3357	9580000000.0
9600000000.0	27.52123	0.07225273894833328	53.61	1.356	1.3459999999999999	2.602	9600000000.0	32.324000000000005	9600000000.0
9620000000.0	27.52016	0.03277951737389606	53.624	1.3562	1.3481999999999998	2.6034	9620000000.0	32.3123	9620000000.0
9640000000.0	27.52133	-0.006709433107760145	53.638	1.3564	1.3503999999999998	2.6048	9640000000.0	32.3006	9640000000.0
9660000000.0	27.51506	-0.0463298697139446	53.652	1.3566	1.3525999999999998	2.6062	9660000000.0	32.288900000000005	9660000000.0
9680000000.0	27.51251	-0.08590969599909365	53.666000000000004	1.3568	1.3548	2.6076	9680000000.0	32.2772	9680000000.0
9700000000.0	27.51073	-0.1256401441986898	53.68	1.3570000000000002	1.357	2.609	9700000000.0	32.2655	9700000000.0
9720000000.0	27.50905	-0.16539850021302535	53.694	1.3572000000000002	1.3592	2.6104	9720000000.0	32.253800000000005	9720000000.0
9740000000.0	27.50692	-0.20524583311262756	53.708	1.3574000000000002	1.3614	2.6118	9740000000.0	32.2421	9740000000.0
9760000000.0	27.5086	-0.24439496449826198	53.722	1.3576000000000001	1.3636	2.6132	9760000000.0	32.2304	9760000000.0
9780000000.0	27.50764	-0.28392649752300836	53.736000000000004	1.3578000000000001	1.3658	2.6146	9780000000.0	32.218700000000005	9780000000.0
9800000000.0	27.50571	-0.3238310074089059	53.75	1.358	1.3679999999999999	2.616	9800000000.0	32.207	9800000000.0
9820000000.0	27.50133	-0.3635981598826715	53.764	1.3582	1.3701999999999999	2.6174	9820000000.0	32.1953	9820000000.0
9840000000.0	27.49946	-0.40326565405614817	53.778	1.3584	1.3723999999999998	2.6188	9840000000.0	32.183600000000006	9840000000.0
9860000000.0	27.49671	-0.4428724107716555	53.792	1.3586	1.3745999999999998	2.6202	9860000000.0	32.1719	9860000000.0
9880000000.0	27.49493	-0.4828762298919916	53.806	1.3588	1.3767999999999998	2.6216	9880000000.0	32.1602	9880000000.0
9900000000.0	27.49172	-0.5220873204660718	53.82	1.359	1.379	2.6229999999999998	9900000000.0	32.148500000000006	9900000000.0
9920000000.0	27.49349	-0.5614780054201821	53.834	1.3592000000000002	1.3812	2.6244	9920000000.0	32.1368	9920000000.0
9940000000.0	27.49192	-0.6013976996705721	53.848	1.3594000000000002	1.3834	2.6258	9940000000.0	32.1251	9940000000.0
9960000000.0	27.48849	-0.6409173644564049	53.862	1.3596000000000001	1.3856	2.6271999999999998	9960000000.0	32.113400000000006	9960000000.0
9980000000.0	27.48893	-0.6804272553984265	53.876	1.3598000000000001	1.3878	2.6286	9980000000.0	32.1017	9980000000.0
10000000000.0	27.49113	-0.7199514580403146	53.89	1.36	1.39	2.63	10000000000.0	32.09	10000000000.0
10020000000.0	27.49234	-0.7600298027197108	53.7358	1.3601	1.3898	2.6362	10020000000.0	32.074000000000005	10020000000.0
10040000000.0	27.4923	-0.7998435554845046	53.5816	1.3602	1.3896	2.6424	10040000000.0	32.058	10040000000.0
10060000000.0	27.49374	-0.8395283284175761	53.4274	1.3603	1.3894	2.6486	10060000000.0	32.042	10060000000.0
10080000000.0	27.4943	-0.879614352545681	53.2732	1.3604	1.3892	2.6548	10080000000.0	32.026	10080000000.0
10100000000.0	27.4957	-0.9194420679444908	53.119	1.3605	1.389	2.661	10100000000.0	32.010000000000005	10100000000.0
10120000000.0	27.49243	-0.9592413344764931	52.964800000000004	1.3606	1.3887999999999998	2.6672	10120000000.0	31.994000000000003	10120000000.0
10140000000.0	27.49063	-0.999077951054488	52.8106	1.3607	1.3885999999999998	2.6734	10140000000.0	31.978	10140000000.0
10160000000.0	27.48749	-1.0388290464991352	52.6564	1.3608	1.3883999999999999	2.6795999999999998	10160000000.0	31.962000000000003	10160000000.0
10180000000.0	27.48641	-1.0785558818671799	52.5022	1.3609	1.3881999999999999	2.6858	10180000000.0	31.946	10180000000.0
10200000000.0	27.48704	-1.1182821936364489	52.348	1.3610000000000002	1.388	2.6919999999999997	10200000000.0	31.930000000000003	10200000000.0
10220000000.0	27.48697	-1.1581402777642433	52.1938	1.3611000000000002	1.3878	2.6982	10220000000.0	31.914	10220000000.0
10240000000.0	27.48678	-1.1978676367310634	52.0396	1.3612000000000002	1.3876	2.7043999999999997	10240000000.0	31.898000000000003	10240000000.0
10260000000.0	27.48197	-1.2374983044573231	51.8854	1.3613000000000002	1.3874	2.7106	10260000000.0	31.882	10260000000.0
10280000000.0	27.48448	-1.2772207765022376	51.7312	1.3614000000000002	1.3872	2.7168	10280000000.0	31.866000000000003	10280000000.0
10300000000.0	27.48279	-1.317067341456969	51.577	1.3615000000000002	1.387	2.723	10300000000.0	31.85	10300000000.0
10320000000.0	27.48658	-1.3563433582792233	51.4228	1.3616000000000001	1.3868	2.7292	10320000000.0	31.834000000000003	10320000000.0
10340000000.0	27.48709	-1.3965128091455736	51.2686	1.3617000000000001	1.3865999999999998	2.7354	10340000000.0	31.818	10340000000.0
10360000000.0	27.48694	-1.4365192462597876	51.1144	1.3618000000000001	1.3863999999999999	2.7416	10360000000.0	31.802000000000003	10360000000.0
10380000000.0	27.48589	-1.4764268977383388	50.9602	1.3619	1.3861999999999999	2.7478	10380000000.0	31.786	10380000000.0
10400000000.0	27.48388	-1.5160891559240595	50.806	1.362	1.386	2.754	10400000000.0	31.770000000000003	10400000000.0
10420000000.0	27.48649	-1.5561697695314831	50.6518	1.3621	1.3858	2.7601999999999998	10420000000.0	31.754	10420000000.0
10440000000.0	27.48753	-1.5957344638120174	50.4976	1.3622	1.3856	2.7664	10440000000.0	31.738000000000003	10440000000.0
10460000000.0	27.48905	-1.6358845415236707	50.3434	1.3623	1.3854	2.7725999999999997	10460000000.0	31.722	10460000000.0
10480000000.0	27.4873	-1.6757996979180054	50.1892	1.3624	1.3852	2.7788	10480000000.0	31.706000000000003	10480000000.0
10500000000.0	27.48732	-1.715869665016992	50.035	1.3625	1.385	2.785	10500000000.0	31.69	10500000000.0
10520000000.0	27.48396	-1.7558012275062955	49.8808	1.3626	1.3848	2.7912	10520000000.0	31.674000000000003	10520000000.0
10540000000.0	27.48735	-1.7957745033647217	49.7266	1.3627	1.3846	2.7974	10540000000.0	31.658	10540000000.0
10560000000.0	27.48623	-1.8355610289931843	49.5724	1.3628	1.3843999999999999	2.8036	10560000000.0	31.642000000000003	10560000000.0
10580000000.0	27.48582	-1.8758345014829536	49.4182	1.3629	1.3841999999999999	2.8098	10580000000.0	31.626	10580000000.0
